Event,Particle,Px,Py,Pz,Energy,Mass,PID
4209,Electron-,18.868038177490234,45.369083404541016,-3.356358766555786,49.25060272216797,0.0005109999910928309,11
4209,Photon,-23.944860458374023,-57.573944091796875,4.2584614753723145,62.5,0.0,22
4210,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4210,Electron+,6.08685827255249,-13.869641304016113,29.159435272216797,32.85862731933594,0.0005109999910928309,-11
4210,Electron-,5.492498874664307,-12.516332626342773,26.301801681518555,29.64137077331543,0.0005109999910928309,11
4210,Photon,-11.579357147216797,26.385974884033203,-55.461238861083984,62.5,0.0,22
4211,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4211,Electron+,1.6351066827774048,-19.991275787353516,16.398895263671875,25.908462524414062,0.0005109999910928309,-11
4211,Electron-,5.6456708908081055,-28.8728084564209,21.82183074951172,36.62929153442383,0.0005109999910928309,11
4211,Photon,-7.280777931213379,48.86408233642578,-38.220726013183594,62.46224594116211,0.0,22
4212,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4212,Electron+,18.833173751831055,18.754398345947266,-12.486412048339844,29.365394592285156,0.0005109999910928309,-11
4212,Electron-,13.158045768737793,28.55276870727539,-11.794621467590332,33.57838439941406,0.0005109999910928309,11
4212,Photon,-31.99121856689453,-47.307167053222656,24.281034469604492,62.05622100830078,0.0,22
4213,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4213,Electron+,2.687329053878784,-3.5729403495788574,-3.7972545623779297,5.865729331970215,0.0005109999910928309,-11
4213,Electron-,25.759239196777344,-33.71836853027344,-37.510501861572266,56.63483428955078,0.0005109999910928309,11
4213,Photon,-28.44656753540039,37.29130935668945,41.30775451660156,62.49943542480469,0.0,22
4214,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4214,Muon+,-9.462894439697266,-13.63675308227539,4.515159606933594,17.20189666748047,0.10565999895334244,-13
4214,Muon-,-42.33677291870117,13.756891250610352,21.945362091064453,49.631282806396484,0.10565999895334244,13
4214,Photon,51.79966735839844,-0.12013863027095795,-26.460521697998047,58.16682052612305,0.0,22
4215,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4215,Electron+,-11.557953834533691,9.288457870483398,-11.573928833007812,18.810039520263672,0.0005109999910928309,-11
4215,Electron-,-26.85995864868164,21.58994483947754,-26.85572052001953,43.689964294433594,0.0005109999910928309,11
4215,Photon,38.417911529541016,-30.878402709960938,38.429649353027344,62.499996185302734,0.0,22
4216,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4216,Electron+,4.934665679931641,2.821774959564209,-8.051616668701172,9.856057167053223,0.0005109999910928309,-11
4216,Electron-,-51.2156867980957,6.790290355682373,33.38767623901367,61.51334762573242,0.0005109999910928309,11
4216,Photon,46.28102111816406,-9.612065315246582,-25.336061477661133,53.63059616088867,0.0,22
4217,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4217,Electron+,-3.1013271808624268,-42.661983489990234,24.961057662963867,49.52491760253906,0.0005109999910928309,-11
4217,Electron-,-0.8125970959663391,-11.176985740661621,6.539684295654297,12.975083351135254,0.0005109999910928309,11
4217,Photon,3.913924217224121,53.838966369628906,-31.500741958618164,62.5,0.0,22
4218,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4218,Electron+,-47.484107971191406,-23.853004455566406,-16.23838233947754,55.564300537109375,0.0005109999910928309,-11
4218,Electron-,-6.2036662101745605,1.0211998224258423,-4.264399528503418,7.596935272216797,0.0005109999910928309,11
4218,Photon,53.687774658203125,22.831804275512695,20.502782821655273,61.83876419067383,0.0,22
4219,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4219,Electron+,-2.1712441444396973,0.5455692410469055,-1.938175082206726,2.961160182952881,0.0005109999910928309,-11
4219,Electron-,-43.66845703125,10.870062828063965,-38.984371185302734,59.538841247558594,0.0005109999910928309,11
4219,Photon,45.83970260620117,-11.415632247924805,40.92254638671875,62.499996185302734,0.0,22
4220,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4220,Muon+,2.281343936920166,0.8439911007881165,6.8849382400512695,7.302765846252441,0.10565999895334244,-13
4220,Muon-,-2.599900960922241,46.1713981628418,-39.218772888183594,60.635643005371094,0.10565999895334244,13
4220,Photon,0.31855714321136475,-47.01538848876953,32.33383560180664,57.06159210205078,0.0,22
4221,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4221,Electron+,5.458929061889648,21.409656524658203,-48.607177734375,53.39317321777344,0.0005109999910928309,-11
4221,Electron-,1.098158836364746,3.5299558639526367,-8.323847770690918,9.107852935791016,0.0005109999910928309,11
4221,Photon,-6.5570878982543945,-24.939613342285156,56.931026458740234,62.49897003173828,0.0,22
4222,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4222,Electron+,6.753794193267822,-16.30915641784668,6.738145351409912,18.894573211669922,0.0005109999910928309,-11
4222,Electron-,15.58839225769043,-37.63768768310547,15.551198959350586,43.60542678833008,0.0005109999910928309,11
4222,Photon,-22.342185974121094,53.946842193603516,-22.289344787597656,62.5,0.0,22
4223,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4223,Electron+,0.25673985481262207,25.554140090942383,-44.03125762939453,50.9100341796875,0.0005109999910928309,-11
4223,Electron-,0.061918698251247406,5.820229530334473,-10.022394180297852,11.589964866638184,0.0005109999910928309,11
4223,Photon,-0.3186585605144501,-31.37436866760254,54.053653717041016,62.5,0.0,22
4224,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4224,Electron+,-20.463119506835938,19.488487243652344,7.1448869705200195,29.147724151611328,0.0005109999910928309,-11
4224,Electron-,-22.51728630065918,23.25178337097168,8.068621635437012,33.358299255371094,0.0005109999910928309,11
4224,Photon,42.98040771484375,-42.74026870727539,-15.213508605957031,62.49397659301758,0.0,22
4225,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4225,Muon+,55.7481575012207,-22.36427879333496,11.518528938293457,61.16130828857422,0.10565999895334244,-13
4225,Muon-,1.2067862749099731,-0.611758291721344,-0.022403612732887268,1.3572940826416016,0.10565999895334244,13
4225,Photon,-56.9549446105957,22.976037979125977,-11.496125221252441,62.48139572143555,0.0,22
4226,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4226,Muon+,-41.56174850463867,17.474288940429688,31.09217071533203,54.76736068725586,0.10565999895334244,-13
4226,Muon-,-9.060434341430664,-0.495137482881546,-1.5340995788574219,9.203328132629395,0.10565999895334244,13
4226,Photon,50.62218475341797,-16.97915267944336,-29.55807113647461,61.0293083190918,0.0,22
4227,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4227,Muon+,-4.697308540344238,1.658628225326538,-13.014686584472656,13.935888290405273,0.10565999895334244,-13
4227,Muon-,-15.966740608215332,5.5394792556762695,-45.52902603149414,48.56465530395508,0.10565999895334244,13
4227,Photon,20.66404914855957,-7.198107719421387,58.5437126159668,62.499454498291016,0.0,22
4228,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4228,Electron+,33.84346389770508,-6.589754104614258,24.47150230407715,42.28071975708008,0.0005109999910928309,-11
4228,Electron-,16.16053009033203,-3.1407599449157715,11.738517761230469,20.219295501708984,0.0005109999910928309,11
4228,Photon,-50.00399398803711,9.730513572692871,-36.210018157958984,62.49998474121094,0.0,22
4229,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4229,Electron+,0.03353356197476387,60.35779571533203,-11.991496086120605,61.537471771240234,0.0005109999910928309,-11
4229,Electron-,0.0258810855448246,0.9630677103996277,-0.07269646972417831,0.9661543369293213,0.0005109999910928309,11
4229,Photon,-0.05941464751958847,-61.32086181640625,12.064192771911621,62.49637222290039,0.0,22
4230,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4230,Electron+,11.570737838745117,36.666908264160156,35.58472442626953,52.38908767700195,0.0005109999910928309,-11
4230,Electron-,2.244445323944092,6.798753261566162,7.143829822540283,10.114093780517578,0.0005109999910928309,11
4230,Photon,-13.815183639526367,-43.465660095214844,-42.728553771972656,62.49681854248047,0.0,22
4231,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4231,Electron+,-26.62748146057129,-5.328664302825928,-9.667989730834961,28.825119018554688,0.0005109999910928309,-11
4231,Electron-,-31.080835342407227,-6.203611850738525,-11.379647254943848,33.67491149902344,0.0005109999910928309,11
4231,Photon,57.708316802978516,11.532276153564453,21.047637939453125,62.499969482421875,0.0,22
4232,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
4232,Electron+,31.02297019958496,-49.048946380615234,-21.48663902282715,61.88618087768555,0.0005109999910928309,-11
4232,Electron-,-0.6042994856834412,2.1181864738464355,-1.481446623802185,2.654538869857788,0.0005109999910928309,11
4232,Photon,-30.418670654296875,46.93075942993164,22.96808433532715,60.45928192138672,0.0,22
4233,Higgs,0.0,0.0,9.9999998245167e-15,125.0,125.0,25
