Event,Particle,Px,Py,Pz,Energy,Mass,PID,Vx,Vy,Vz
3174,Muon+,-20.00918361759493,35.25184038014616,-8.204292394564453,41.35675507020159,0.1056599989533424,-13,-0.48381899362341335,0.8523840983246255,-0.19837853285727966
3174,Muon-,20.009183054657925,-35.251839723848185,8.204291705827865,41.35675631323316,0.1056599989533424,13,0.4838189654698686,-0.8523840568359189,0.19837851024120792
3174,Photon,-20.12235720392919,-44.719192410756335,-20.357929321413916,53.09576925514296,0.0,22,-0.37898230850059866,-0.8422364538286587,-0.3834190483913557
3237,Higgs,31.702754332559145,-7.172245320497043,23.91570694977229,131.35245248610843,125.0,25,0.2413563944374161,-0.05460305601264328,0.18207278583018133
3237,Z Boson,-7.105427357601002e-15,5.551115123125784e-16,0.0,90.9981873712782,90.99818420410156,23,-7.808317465281392e-17,6.1002480197510885e-18,0.0
3237,Electron+,-26.572196563922517,20.52611770786271,-30.70446950544005,45.499091320817385,0.0005109999910928,-11,-0.5840159834525054,0.4511324756604823,-0.6748369827639109
3237,Electron-,26.57219362925844,-20.52611747544889,30.704468730460864,45.49909155815645,0.0005109999910928,11,0.5840159159066758,-0.4511324681991205,0.6748369622108772
3237,Photon,31.702754816304797,-7.172245429936823,23.91570731469701,40.35426711910961,0.0,22,0.7856109670566184,-0.1777320204767251,0.5926438273332393
3276,Higgs,24.22436027630916,-25.11800876852281,19.797108633873243,131.28084211168587,125.0,25,0.18452319383890398,-0.1913303446602964,0.1507996773591005
3276,Z Boson,3.552713678800501e-15,1.1102230246251563e-16,-1.7763568394002505e-15,91.16027722647046,91.1602783203125,23,3.897216843663668e-17,1.2178802636448958e-18,-1.948608421831834e-17
3276,Electron+,-10.061490892951596,-44.19392879954211,-4.817896906889444,45.580138931610406,0.0005109999910928,-11,-0.22074287461142036,-0.9695874088021494,-0.10570167225945358
3276,Electron-,10.061492135122656,44.19392997512679,4.817897006802237,45.58014194640271,0.0005109999910928,11,0.22074288726335858,0.9695873704626468,0.10570166746008733
3276,Photon,24.224359537040343,-25.118008001982005,19.79710802971342,40.12056087884204,0.0,22,0.6037891546480171,-0.6260632317138972,0.49344046035392325
3286,Higgs,21.01580595242892,15.377823339668495,-31.95232371890606,131.62101861607806,125.0,25,0.15966907241258615,0.11683410067296067,-0.24276003980874034
3286,Z Boson,0.0,-1.7763568394002505e-15,0.0,90.40096681075818,90.40097045898438,23,0.0,-1.9649754887232633e-17,0.0
3286,Muon+,33.042607302298094,30.44178074205568,-4.955486080142621,45.200486575755896,0.1056599989533424,-13,0.7310232655774351,0.6734834743655986,-0.10963346759193045
3286,Muon-,-33.042608564610845,-30.44178027006579,4.955483668921886,45.20048429674655,0.1056599989533424,13,-0.7310233303626171,-0.6734834978805069,0.1096334197746322
3286,Photon,21.01580563175317,15.377823105021536,-31.95232323135231,41.22004979694255,0.0,22,0.509844256260748,0.3730665824222796,-0.7751645955974158
3375,Higgs,-30.186187676826496,15.829487749491296,20.093201840498825,131.11260568333967,125.0,25,-0.23023101035556814,0.12073200488229432,0.153251487420115
3375,Z Boson,0.0,-4.996003610813204e-16,0.0,91.54601241322275,91.54601287841795,23,0.0,-5.457368900200824e-18,0.0
